id,points,rebounds,assists,blocks,steals,turnover,fouls,fieldGoalsPercentage,threePointsPercentage,freeThrowsPercentage,partOfteam,partOfgame
5503,94,43,49,10,17,12,10,0.60,0.36,0.77,3,1765
5504,112,53,55,19,14,11,19,0.68,0.45,0.78,19,1766
5505,97,42,60,11,17,15,12,0.47,0.34,0.71,2,1767
5506,118,41,50,14,14,18,20,0.60,0.37,0.85,28,1768
5507,87,46,55,15,17,15,17,0.67,0.22,0.74,20,1770
5508,127,55,52,20,19,18,10,0.66,0.28,0.70,11,1771
5509,111,42,56,14,11,17,16,0.55,0.40,0.86,8,1772
5510,81,50,55,18,20,10,19,0.67,0.43,0.74,29,1774
5511,112,55,40,13,14,14,14,0.54,0.38,0.87,11,1775
5512,91,47,54,19,14,15,20,0.61,0.21,0.81,30,1776
5513,105,52,54,10,20,11,15,0.43,0.45,0.81,14,1777
5514,80,44,57,20,16,20,13,0.43,0.43,0.78,19,1778
5515,89,58,60,13,11,14,20,0.61,0.44,0.71,15,1779
5516,99,51,55,17,15,19,20,0.60,0.34,0.76,30,1780
5517,101,47,41,10,13,17,14,0.61,0.45,0.89,11,1781
5518,125,50,40,19,13,14,12,0.44,0.21,0.74,5,1782
5519,115,43,50,10,15,10,20,0.62,0.38,0.89,22,1783
5520,113,58,59,13,13,20,12,0.63,0.20,0.77,9,1784
5521,111,44,48,12,12,14,18,0.60,0.33,0.81,28,1785
5522,107,59,59,12,20,20,20,0.64,0.23,0.81,20,1786
5523,124,59,60,20,19,15,18,0.57,0.29,0.81,10,1787
5524,100,40,58,18,15,18,18,0.49,0.31,0.76,15,1788
5525,83,43,53,10,13,15,13,0.65,0.33,0.88,19,1789
5526,92,45,44,10,10,15,18,0.43,0.43,0.84,5,1790
5527,129,46,58,17,20,18,11,0.48,0.22,0.77,6,1791
5528,126,59,40,17,20,14,17,0.63,0.30,0.86,25,1792
5529,104,52,58,17,13,20,20,0.40,0.29,0.87,26,1793
5530,83,42,54,19,11,16,19,0.65,0.49,0.80,3,1794
5531,94,57,40,11,16,15,18,0.65,0.22,0.84,21,1795
5532,127,45,49,17,14,13,13,0.43,0.25,0.85,16,1796
5533,95,48,42,18,16,14,16,0.50,0.49,0.75,29,1797
5534,99,59,44,12,14,18,13,0.58,0.42,0.76,16,1798
5535,117,44,40,14,16,15,19,0.45,0.25,0.73,15,1799
5536,95,51,49,11,19,15,12,0.49,0.23,0.76,5,1800
5537,88,48,47,13,10,20,13,0.41,0.34,0.75,10,1801
5538,130,46,47,17,13,17,16,0.61,0.43,0.84,13,1802
5539,96,50,54,12,11,17,10,0.53,0.31,0.78,5,1803
5540,110,41,43,12,12,20,15,0.66,0.37,0.78,15,1804
5541,123,47,56,15,20,12,10,0.57,0.43,0.78,11,1805
5542,118,52,57,10,16,14,15,0.57,0.30,0.88,12,1806
5543,94,48,41,11,14,17,20,0.64,0.21,0.73,11,1807
5544,106,49,44,15,19,11,20,0.45,0.46,0.80,14,1808
5545,93,53,48,18,12,11,13,0.51,0.31,0.87,30,1809
5546,96,51,59,20,16,20,19,0.45,0.45,0.75,14,1810
5547,114,43,45,18,16,10,12,0.53,0.27,0.88,20,1811
5548,127,45,48,13,12,12,17,0.44,0.45,0.73,27,1812
5549,100,60,48,18,19,16,15,0.49,0.22,0.86,9,1813
5550,89,50,50,14,11,17,11,0.66,0.26,0.79,15,1814
5551,112,55,51,14,12,12,20,0.61,0.31,0.83,26,1815
5552,83,56,49,10,17,15,15,0.67,0.41,0.87,29,1816
5553,85,46,48,20,11,17,17,0.67,0.22,0.71,20,1817
5554,84,40,48,17,16,18,12,0.68,0.22,0.85,23,1818
5555,101,41,56,19,12,16,16,0.40,0.49,0.83,6,1819
5556,121,45,48,19,14,18,11,0.62,0.42,0.89,28,1820
5557,88,55,58,11,20,10,13,0.64,0.44,0.74,29,1821
5558,124,47,58,20,11,18,10,0.45,0.29,0.77,13,1822
5559,129,52,51,14,15,16,14,0.42,0.38,0.72,26,1823
5560,98,46,47,14,13,11,13,0.57,0.26,0.87,9,1825
5561,103,52,51,16,20,15,13,0.65,0.27,0.71,23,1826
5562,91,50,47,17,15,15,12,0.66,0.26,0.82,13,1827
5563,87,40,45,20,20,19,10,0.63,0.24,0.79,2,1828
5564,106,53,60,13,10,17,16,0.52,0.48,0.88,22,1829
5565,85,50,60,17,12,12,17,0.53,0.26,0.82,11,1830
5566,90,48,49,18,14,13,10,0.66,0.28,0.80,30,1831
5567,108,50,41,18,13,20,11,0.44,0.31,0.78,7,1832
5568,93,45,60,12,20,11,12,0.58,0.43,0.83,27,1833
5569,125,51,54,13,16,18,14,0.66,0.22,0.85,26,1834
5570,82,45,41,14,14,12,18,0.64,0.37,0.76,19,1835
5571,129,42,50,11,17,13,13,0.60,0.47,0.74,26,1836
5572,109,49,50,15,15,10,14,0.49,0.26,0.80,11,1837
5573,82,41,45,11,15,17,15,0.67,0.50,0.78,10,1838
5574,80,43,44,10,16,17,11,0.57,0.38,0.73,29,1839
5575,102,47,42,19,10,13,14,0.68,0.49,0.72,7,1840
5576,103,53,57,11,10,17,11,0.63,0.26,0.88,5,1841
5577,126,43,49,16,20,12,10,0.49,0.39,0.86,6,1842
5578,89,43,60,19,13,14,16,0.52,0.46,0.73,18,1844
5579,118,49,50,12,18,19,12,0.67,0.46,0.78,25,1845
5580,108,40,41,10,20,15,13,0.49,0.41,0.80,26,1846
5581,84,57,40,17,15,18,19,0.45,0.28,0.72,29,1847
5582,123,41,56,11,17,19,12,0.53,0.22,0.72,21,1848
5583,97,57,46,20,11,18,18,0.52,0.26,0.73,3,1849
5584,105,60,50,16,17,18,12,0.54,0.20,0.86,21,1851
5585,91,42,47,18,14,11,18,0.59,0.45,0.81,13,1852
5586,113,60,57,19,10,17,10,0.65,0.38,0.86,23,1853
5587,88,41,54,17,18,11,19,0.47,0.47,0.77,15,1854
5588,83,50,43,14,15,11,19,0.55,0.42,0.74,5,1856
5589,99,56,48,19,13,13,13,0.54,0.25,0.77,24,1857
5590,110,43,49,19,14,13,15,0.54,0.35,0.85,9,1858
5591,128,40,60,19,13,20,10,0.43,0.26,0.80,29,1859
5592,130,59,55,20,19,10,20,0.69,0.24,0.86,20,1860
5593,86,42,42,18,16,11,13,0.67,0.26,0.87,30,1861
5594,111,45,42,15,18,12,20,0.44,0.25,0.87,23,1862
5595,92,60,54,14,12,10,15,0.68,0.48,0.81,13,1863
5596,83,46,43,18,14,13,10,0.50,0.33,0.81,29,1864
5597,119,47,49,16,15,11,15,0.56,0.32,0.74,26,1865
5598,110,50,60,16,18,10,20,0.69,0.32,0.89,25,1866
5599,117,47,46,18,20,11,16,0.68,0.26,0.82,30,1867
5600,110,48,43,10,16,15,16,0.41,0.42,0.76,4,1868
5601,93,57,46,10,19,17,19,0.46,0.49,0.79,27,1869
5602,121,54,51,20,10,17,15,0.62,0.37,0.80,8,1870
5603,93,46,55,11,20,17,14,0.46,0.41,0.70,30,1871
5604,110,47,56,16,10,10,20,0.46,0.29,0.87,9,1872
5605,101,55,53,15,16,13,14,0.60,0.44,0.88,4,1873
5606,108,57,60,14,15,18,16,0.68,0.31,0.76,6,1874
5607,119,44,54,12,11,11,12,0.63,0.32,0.90,22,1875
5608,120,49,43,12,19,19,17,0.45,0.23,0.83,27,1876
5609,106,59,59,18,16,11,12,0.55,0.44,0.83,4,1877
5610,91,50,59,15,14,12,18,0.66,0.49,0.90,1,1878
5611,80,45,58,10,18,14,13,0.63,0.27,0.81,19,1879
5612,123,59,56,15,17,14,17,0.47,0.48,0.78,2,1880
5613,123,45,52,16,16,11,16,0.56,0.22,0.72,10,1881
5614,104,43,45,14,14,17,17,0.44,0.33,0.79,5,1882
5615,112,53,47,13,19,16,16,0.47,0.26,0.89,17,1883
5616,130,40,58,20,15,12,13,0.69,0.40,0.77,21,1884
5617,112,47,40,14,15,12,11,0.70,0.26,0.73,1,1885
5618,112,59,60,17,13,20,16,0.65,0.34,0.70,27,1886
5619,120,44,49,19,17,10,11,0.52,0.35,0.85,19,1887
5620,94,55,56,11,17,14,13,0.54,0.45,0.75,23,1888
5621,83,45,52,19,17,16,20,0.45,0.23,0.80,1,1889
5622,103,59,41,13,17,10,16,0.46,0.31,0.73,20,1890
5623,107,42,43,12,12,14,18,0.51,0.23,0.75,29,1891
5624,83,53,51,20,12,15,17,0.40,0.45,0.73,6,1892
5625,95,41,41,14,15,11,12,0.48,0.21,0.79,27,1893
5626,109,50,47,10,16,16,16,0.40,0.41,0.87,3,1894
5627,126,55,56,14,16,12,12,0.47,0.25,0.86,16,1895
5628,87,53,60,20,12,13,10,0.47,0.23,0.82,7,1896
5629,92,43,53,11,18,13,13,0.54,0.39,0.74,3,1897
5630,102,42,49,20,12,18,16,0.51,0.38,0.81,12,1898
5631,91,42,56,14,10,13,13,0.57,0.28,0.72,7,1899
5632,115,47,42,15,11,13,20,0.68,0.27,0.81,9,1900
5633,129,60,54,14,11,19,17,0.64,0.32,0.75,14,1901
5634,109,42,40,11,14,13,17,0.49,0.48,0.89,6,1902
5635,110,53,55,12,12,15,11,0.66,0.31,0.80,14,1903
5636,125,58,56,15,19,18,16,0.56,0.36,0.88,29,1904
5637,130,55,43,11,20,20,18,0.44,0.32,0.74,25,1905
5638,95,50,40,11,12,20,19,0.47,0.22,0.76,29,1906
5639,95,41,51,20,10,14,10,0.66,0.22,0.72,5,1907
5640,112,50,52,13,14,15,19,0.55,0.39,0.86,15,1908
5641,103,44,44,12,13,12,14,0.43,0.35,0.82,2,1909
5642,101,40,44,20,18,16,10,0.58,0.34,0.89,30,1910
5643,114,40,42,10,12,12,17,0.58,0.34,0.72,23,1911
5644,82,48,49,15,12,14,12,0.43,0.26,0.85,30,1912
5645,126,56,51,13,14,20,15,0.44,0.35,0.73,23,1913
5646,104,43,53,20,18,16,18,0.50,0.42,0.80,6,1915
5647,97,51,55,12,11,11,13,0.55,0.22,0.84,3,1916
5648,119,57,60,20,10,13,13,0.67,0.26,0.89,9,1917
5649,127,50,59,12,11,19,13,0.54,0.22,0.85,4,1918
5650,94,45,54,19,14,20,18,0.67,0.43,0.88,18,1919
5651,81,53,47,19,14,16,20,0.70,0.47,0.76,30,1920
5652,92,41,45,12,20,12,17,0.54,0.41,0.85,16,1921
5653,90,52,54,17,13,20,10,0.59,0.39,0.72,27,1922
5654,87,50,41,14,19,20,17,0.41,0.39,0.81,6,1923
5655,102,48,47,16,12,12,15,0.40,0.45,0.85,25,1924
5656,106,44,56,17,15,13,20,0.47,0.43,0.80,3,1925
5657,121,45,46,18,10,16,11,0.46,0.38,0.89,15,1926
5658,120,59,49,12,17,16,15,0.59,0.25,0.73,15,1927
5659,100,55,47,13,18,13,17,0.61,0.42,0.80,6,1928
5660,114,51,59,10,18,19,18,0.41,0.26,0.85,21,1929
5661,128,50,42,10,10,15,13,0.57,0.40,0.88,5,1930
5662,90,51,57,12,18,12,19,0.66,0.48,0.83,10,1931
5663,115,48,59,15,20,14,12,0.56,0.20,0.71,11,1932
5664,112,45,57,15,12,12,20,0.50,0.30,0.86,16,1933
5665,97,58,48,17,19,19,20,0.53,0.48,0.89,27,1934
5666,123,54,58,13,13,12,20,0.62,0.31,0.82,3,1935
5667,123,41,56,13,19,11,18,0.43,0.32,0.77,29,1936
5668,111,43,49,10,20,10,12,0.68,0.48,0.89,19,1937
5669,124,42,51,16,18,14,17,0.48,0.32,0.72,1,1938
5670,127,46,46,13,17,14,13,0.52,0.32,0.74,16,1940
5671,128,41,58,18,19,18,16,0.49,0.23,0.82,20,1941
5672,87,47,48,14,18,19,16,0.69,0.29,0.72,1,1942
5673,104,50,47,11,13,13,10,0.64,0.27,0.71,10,1943
5674,82,44,60,11,20,16,19,0.60,0.39,0.71,22,1944
5675,107,46,44,19,16,14,19,0.46,0.26,0.89,27,1945
5676,87,59,52,17,11,10,15,0.46,0.47,0.90,28,1946
5677,106,53,58,13,19,12,12,0.49,0.45,0.79,7,1947
5678,129,55,40,14,16,16,11,0.51,0.29,0.75,4,1948
5679,109,59,49,11,14,16,15,0.63,0.50,0.82,28,1949
5680,100,58,50,11,16,11,11,0.58,0.39,0.83,17,1950
5681,123,40,56,13,10,12,19,0.56,0.28,0.84,1,1951
5682,126,56,51,17,20,17,13,0.44,0.34,0.80,21,1952
5683,129,45,60,13,19,15,19,0.61,0.24,0.82,6,1953
5684,91,54,42,16,10,11,16,0.60,0.29,0.89,1,1954
5685,120,49,59,11,12,15,12,0.53,0.27,0.88,20,1955
5686,90,54,44,13,10,15,18,0.62,0.38,0.73,1,1956
5687,82,44,42,17,11,19,15,0.66,0.33,0.75,29,1957
5688,109,46,50,19,19,15,17,0.42,0.39,0.71,7,1958
5689,120,42,53,19,17,20,19,0.68,0.24,0.71,15,1959
5690,111,59,60,11,12,14,20,0.60,0.38,0.75,24,1960
5691,90,53,40,10,18,20,16,0.60,0.40,0.75,10,1961
5692,89,55,53,17,17,14,18,0.52,0.49,0.73,3,1962
5693,83,49,58,10,18,15,12,0.68,0.29,0.83,4,1963
5694,86,45,55,13,12,16,13,0.56,0.24,0.82,30,1964
5695,128,42,47,10,15,12,14,0.40,0.37,0.70,28,1965
5696,128,47,53,20,20,17,19,0.67,0.23,0.81,6,1966
5697,126,47,57,15,12,20,10,0.69,0.45,0.88,29,1967
5698,86,44,43,10,15,12,10,0.61,0.36,0.79,8,1968
5699,114,40,52,18,18,19,12,0.52,0.37,0.84,9,1969
5700,117,45,45,17,11,12,17,0.62,0.50,0.74,24,1970
5701,94,48,46,17,13,15,16,0.63,0.49,0.84,25,1971
5702,84,40,46,18,13,15,18,0.50,0.28,0.86,21,1972
5703,88,54,43,13,14,13,20,0.43,0.44,0.80,23,1973
5704,84,40,60,20,16,12,16,0.47,0.29,0.82,8,1974
5705,86,56,54,18,20,15,18,0.42,0.22,0.80,21,1975
5706,108,53,45,11,11,19,17,0.66,0.40,0.78,19,1976
5707,108,52,56,17,17,16,20,0.68,0.47,0.90,30,1977
5708,104,54,49,18,20,19,11,0.55,0.33,0.85,1,1979
5709,83,45,60,13,13,11,16,0.67,0.29,0.72,11,1980
5710,117,48,40,19,19,16,12,0.50,0.34,0.72,3,1981
5711,96,41,57,11,13,14,14,0.43,0.43,0.73,17,1983
5712,97,46,40,20,16,10,20,0.49,0.27,0.85,13,1984
5713,97,44,59,16,10,10,11,0.53,0.37,0.75,5,1985
5714,98,46,56,11,19,20,18,0.59,0.46,0.80,10,1986
5715,90,55,49,12,19,15,18,0.59,0.40,0.78,22,1987
5716,127,60,41,15,13,10,18,0.63,0.29,0.72,3,1988
5717,118,48,45,13,16,18,16,0.67,0.22,0.70,25,1989
5718,127,59,56,17,19,15,16,0.57,0.22,0.87,18,1990
5719,92,58,56,13,18,17,10,0.41,0.26,0.70,28,1991
5720,95,44,42,12,20,12,11,0.68,0.46,0.78,19,1992
5721,93,45,42,18,17,11,11,0.55,0.30,0.90,5,1993
5722,91,59,42,20,18,12,10,0.57,0.22,0.81,17,1994
5723,88,46,47,11,20,20,12,0.41,0.40,0.88,7,1995
5724,89,40,42,14,15,14,13,0.46,0.39,0.87,7,1996
5725,98,46,53,17,19,10,18,0.54,0.47,0.90,2,1997
5726,88,60,50,20,18,16,11,0.51,0.25,0.75,1,1998
5727,119,57,58,13,13,13,20,0.59,0.27,0.87,26,1999
5728,92,60,48,15,13,18,19,0.65,0.32,0.79,6,2000
5729,87,48,42,13,16,11,17,0.65,0.46,0.74,14,2001
5730,87,48,57,12,20,10,10,0.65,0.35,0.85,5,2002
5731,81,47,49,14,12,11,17,0.69,0.37,0.87,2,2004
5732,117,43,43,19,15,12,16,0.57,0.25,0.87,23,2005
5733,103,43,56,14,10,20,12,0.60,0.50,0.86,3,2006
5734,127,51,42,16,13,15,16,0.48,0.24,0.87,20,2007
5735,93,42,40,15,16,16,19,0.49,0.30,0.89,28,2008
5736,118,56,57,10,17,10,10,0.61,0.47,0.76,21,2009
5737,108,45,53,12,12,16,12,0.65,0.30,0.71,29,2010
5738,92,53,47,16,14,11,10,0.46,0.30,0.77,9,2011
5739,87,47,53,10,15,17,18,0.50,0.39,0.78,17,2012
5740,82,56,58,20,19,11,20,0.63,0.38,0.72,22,2013
5741,113,43,57,13,10,11,14,0.47,0.22,0.87,3,2014
5742,106,52,58,13,13,14,19,0.65,0.38,0.84,2,2015
5743,83,55,54,11,10,18,19,0.68,0.26,0.71,18,2016
5744,114,59,57,16,12,13,13,0.67,0.22,0.79,26,2017
5745,83,40,52,18,16,20,13,0.54,0.23,0.90,27,2018
5746,121,50,44,19,10,16,16,0.54,0.45,0.90,1,2019
5747,101,57,53,11,12,13,18,0.53,0.26,0.85,26,2020
5748,130,45,49,17,10,16,10,0.56,0.40,0.73,18,2021
5749,120,50,44,15,17,16,12,0.62,0.43,0.76,13,2022
5750,81,53,43,16,10,16,18,0.53,0.30,0.74,13,2023
5751,113,55,53,19,18,12,10,0.56,0.35,0.87,16,2024
5752,86,40,57,16,16,10,11,0.66,0.37,0.74,1,2025
5753,129,44,58,13,10,19,14,0.48,0.23,0.84,26,2026
5754,130,49,56,20,18,16,19,0.53,0.33,0.89,13,2027
5755,91,50,50,18,17,10,12,0.57,0.29,0.83,7,2028
5756,98,41,50,13,17,18,14,0.65,0.24,0.80,5,2029
5757,92,49,57,20,10,13,18,0.50,0.43,0.90,3,2030
5758,111,50,53,18,18,13,16,0.67,0.43,0.81,25,2031
5759,80,47,41,13,18,15,16,0.61,0.27,0.83,14,2032
5760,118,60,57,11,19,17,13,0.45,0.22,0.84,24,2033
5761,97,54,48,19,20,19,11,0.44,0.44,0.71,18,2034
5762,98,52,55,18,16,18,12,0.60,0.42,0.75,10,2035
5763,86,40,46,10,20,14,16,0.57,0.24,0.82,22,2036
5764,80,53,45,17,16,15,14,0.67,0.31,0.71,6,2037
5765,91,55,60,19,14,19,18,0.67,0.31,0.77,23,2038
5766,82,40,50,16,18,12,14,0.70,0.26,0.71,7,2039
5767,92,55,60,17,10,10,14,0.43,0.33,0.72,10,2040
5768,85,58,56,17,12,18,10,0.45,0.20,0.89,21,2041
5769,117,49,59,14,16,16,15,0.46,0.37,0.73,11,2042
5770,82,58,55,19,18,13,19,0.43,0.38,0.81,14,2043
5771,86,45,53,10,20,14,16,0.69,0.33,0.73,30,2044
5772,126,56,45,10,14,10,17,0.43,0.42,0.74,16,2045
5773,118,40,54,14,14,10,14,0.66,0.34,0.82,26,2046
5774,116,58,56,19,19,17,17,0.67,0.22,0.84,8,2047
5775,112,49,51,15,15,13,14,0.69,0.46,0.74,27,2048
5776,94,51,54,19,16,18,14,0.41,0.49,0.82,14,2049
5777,106,50,48,11,15,19,16,0.42,0.41,0.84,6,2050
5778,92,55,44,12,18,11,16,0.55,0.24,0.75,27,2051
5779,116,48,49,11,18,17,10,0.47,0.50,0.73,29,2052
5780,82,56,40,11,17,16,18,0.69,0.26,0.83,5,2053
5781,89,57,43,15,18,14,11,0.69,0.24,0.90,18,2054
5782,126,52,44,18,11,20,15,0.57,0.43,0.71,25,2055
5783,109,40,49,18,14,12,13,0.56,0.28,0.73,30,2056
5784,111,52,43,14,16,12,15,0.42,0.34,0.87,7,2057
5785,125,54,53,11,11,15,19,0.68,0.23,0.87,3,2058
5786,104,41,60,12,13,20,11,0.68,0.40,0.83,2,2059
5787,126,46,58,15,17,14,20,0.50,0.26,0.83,25,2060
5788,115,58,55,16,14,12,16,0.63,0.23,0.72,21,2061
5789,125,41,48,16,19,19,20,0.45,0.33,0.74,15,2062
5790,98,56,51,11,18,10,15,0.55,0.42,0.86,28,2063
5791,82,58,43,20,16,18,11,0.42,0.22,0.89,12,2064
5792,104,57,49,13,13,10,13,0.47,0.34,0.80,14,2065
5793,120,57,48,11,16,10,17,0.68,0.25,0.86,3,2066
5794,91,53,49,19,19,17,19,0.50,0.38,0.88,28,2067
5795,99,60,60,18,12,11,18,0.46,0.42,0.82,6,2068
5796,118,47,44,11,15,18,11,0.56,0.37,0.79,1,2069
5797,81,58,45,13,20,17,14,0.70,0.32,0.78,9,2070
5798,114,57,43,16,15,17,16,0.61,0.43,0.85,23,2071
5799,107,60,47,19,14,11,14,0.46,0.21,0.85,11,2072
5800,112,42,57,18,20,18,15,0.49,0.26,0.73,23,2073
5801,96,44,59,15,16,17,13,0.48,0.40,0.74,24,2074
5802,119,60,49,11,11,11,12,0.70,0.39,0.87,26,2075
5803,127,49,51,16,11,20,18,0.55,0.49,0.80,27,2076
5804,127,58,45,15,16,12,13,0.59,0.41,0.80,21,2077
5805,107,53,49,19,13,20,16,0.60,0.34,0.81,8,2078
5806,109,59,53,16,14,12,10,0.40,0.49,0.75,8,2080
5807,102,46,44,11,20,13,12,0.52,0.25,0.76,17,2081
5808,111,54,42,14,18,12,13,0.52,0.26,0.83,10,2082
5809,106,59,44,19,13,10,19,0.52,0.39,0.85,1,2083
5810,114,49,52,13,12,14,14,0.46,0.40,0.76,11,2084
5811,105,48,40,14,13,13,18,0.60,0.28,0.74,20,2085
5812,104,51,47,14,14,10,12,0.51,0.43,0.72,18,2086
5813,90,51,45,10,17,15,19,0.66,0.36,0.84,29,2087
5814,106,43,56,12,14,16,16,0.56,0.24,0.83,1,2088
5815,105,41,49,18,15,13,15,0.55,0.24,0.86,20,2089
5816,113,47,52,19,11,17,13,0.45,0.32,0.73,6,2090
5817,109,44,41,18,10,18,11,0.66,0.33,0.77,21,2091
5818,104,57,55,17,13,19,13,0.65,0.34,0.83,9,2092
5819,92,46,53,19,15,11,20,0.70,0.44,0.73,1,2094
5820,104,45,57,17,16,20,20,0.59,0.30,0.84,25,2095
5821,93,41,43,18,15,20,16,0.66,0.32,0.77,20,2096
5822,94,50,40,18,17,11,15,0.42,0.50,0.78,8,2097
5823,90,51,59,15,17,19,10,0.51,0.35,0.76,9,2098
5824,83,57,51,19,12,14,20,0.59,0.34,0.74,8,2099
5825,95,59,43,11,19,20,18,0.58,0.29,0.89,20,2100
5826,117,59,53,12,12,14,15,0.63,0.29,0.81,25,2101
5827,116,44,46,17,12,18,12,0.53,0.44,0.79,12,2102
5828,92,60,50,16,16,12,15,0.41,0.35,0.71,10,2103
5829,121,43,49,12,10,11,15,0.43,0.25,0.70,29,2104
5830,83,41,57,17,20,13,12,0.50,0.36,0.87,18,2105
5831,91,49,53,20,20,19,19,0.45,0.32,0.83,22,2106
5832,130,56,59,16,14,18,12,0.65,0.35,0.84,29,2107
5833,105,43,54,15,12,11,19,0.42,0.50,0.79,15,2108
5834,115,42,42,16,18,19,13,0.49,0.36,0.85,13,2109
5835,85,47,44,17,20,19,19,0.58,0.39,0.70,28,2110
5836,86,58,43,17,15,15,17,0.55,0.43,0.89,13,2111
5837,107,54,58,10,16,15,13,0.46,0.48,0.83,13,2112
5838,116,53,43,19,20,11,17,0.55,0.47,0.72,2,2113
5839,91,58,55,16,13,18,12,0.68,0.28,0.73,28,2114
5840,124,54,42,10,11,14,17,0.50,0.45,0.88,24,2115
5841,100,45,40,14,15,17,14,0.50,0.38,0.76,3,2116
5842,129,49,44,10,11,19,10,0.54,0.39,0.82,1,2117
5843,103,50,54,19,12,14,18,0.52,0.31,0.86,25,2118
5844,129,40,50,16,11,11,16,0.44,0.25,0.84,13,2119
5845,123,57,50,13,18,12,17,0.63,0.33,0.79,22,2120
5846,85,45,53,18,20,16,15,0.48,0.37,0.77,27,2121
5847,91,45,56,16,14,20,13,0.40,0.46,0.74,26,2124
5848,95,49,43,17,18,18,19,0.63,0.35,0.84,18,2125
5849,91,56,46,17,13,20,19,0.41,0.35,0.79,2,2126
5850,119,48,60,13,12,20,10,0.59,0.26,0.85,29,2127
5851,125,49,56,17,15,15,12,0.57,0.31,0.71,14,2129
5852,99,41,46,14,10,10,17,0.48,0.22,0.89,14,2130
5853,121,56,47,17,16,17,13,0.53,0.38,0.82,9,2131
5854,84,58,55,11,18,13,20,0.55,0.39,0.78,11,2132
5855,127,48,48,15,19,15,17,0.49,0.23,0.84,21,2133
5856,98,55,56,20,17,20,11,0.54,0.35,0.76,10,2134
5857,93,48,56,19,14,18,16,0.41,0.34,0.72,15,2136
5858,95,50,46,14,10,10,12,0.62,0.40,0.89,22,2137
5859,122,42,45,16,19,11,12,0.50,0.22,0.74,2,2138
5860,105,59,40,15,13,10,17,0.63,0.42,0.77,25,2139
5861,118,60,44,17,11,17,11,0.41,0.27,0.73,5,2140
5862,114,51,44,12,19,13,15,0.55,0.28,0.88,2,2141
5863,103,45,46,16,20,19,19,0.58,0.46,0.73,14,2142
5864,80,56,42,13,13,20,19,0.53,0.39,0.72,13,2143
5865,119,51,58,19,17,10,11,0.55,0.31,0.85,27,2144
5866,97,51,60,19,14,19,19,0.43,0.48,0.83,9,2145
5867,87,51,42,15,10,12,10,0.43,0.48,0.75,18,2146
5868,122,43,60,20,18,14,15,0.51,0.46,0.87,22,2147
5869,99,41,42,15,19,11,10,0.48,0.26,0.85,17,2148
5870,94,48,56,17,16,17,18,0.51,0.35,0.84,9,2149
5871,109,53,50,16,20,19,11,0.58,0.29,0.83,30,2150
5872,122,45,59,15,15,19,20,0.54,0.33,0.88,8,2151
5873,95,47,57,18,14,18,17,0.57,0.42,0.87,27,2152
5874,128,40,47,17,19,17,14,0.45,0.41,0.85,6,2153
5875,117,44,47,10,20,15,16,0.68,0.34,0.89,28,2155
5876,103,47,46,20,15,16,15,0.55,0.28,0.70,7,2156
5877,105,56,55,10,17,15,15,0.66,0.41,0.81,12,2157
5878,80,51,51,18,10,10,18,0.43,0.21,0.84,2,2158
5879,107,41,50,16,12,14,11,0.54,0.48,0.85,26,2159
5880,85,54,56,10,14,12,16,0.51,0.36,0.80,3,2160
5881,100,49,47,18,19,15,15,0.66,0.23,0.85,11,2161
5882,81,50,57,12,17,17,13,0.64,0.23,0.83,27,2162
5883,109,51,56,10,13,19,18,0.42,0.43,0.73,29,2163
5884,82,58,47,11,17,10,16,0.55,0.29,0.73,3,2164
5885,93,56,50,15,14,10,18,0.44,0.45,0.81,11,2165
5886,104,44,46,12,19,18,17,0.58,0.47,0.88,23,2166
5887,93,53,58,20,12,18,12,0.59,0.43,0.87,17,2167
5888,118,43,57,17,12,14,20,0.68,0.27,0.71,20,2168
5889,123,40,50,12,19,11,15,0.49,0.26,0.88,4,2169
5890,113,50,44,20,16,18,12,0.41,0.32,0.77,9,2170
5891,108,44,53,11,16,14,19,0.58,0.27,0.76,18,2171
5892,92,49,58,16,10,17,20,0.67,0.25,0.86,24,2172
5893,86,48,44,15,15,14,19,0.46,0.34,0.77,7,2173
5894,128,41,54,14,14,20,11,0.49,0.30,0.81,1,2174
5895,117,40,50,13,11,20,14,0.55,0.30,0.89,2,2175
5896,129,49,54,10,16,19,17,0.61,0.40,0.89,1,2176
5897,129,55,56,20,16,11,18,0.49,0.45,0.72,7,2177
5898,96,45,59,12,14,13,19,0.49,0.24,0.81,16,2178
5899,106,51,48,12,11,11,20,0.60,0.22,0.74,8,2179
5900,88,52,40,14,17,16,19,0.48,0.42,0.83,19,2180
5901,105,44,54,20,20,11,17,0.50,0.31,0.75,12,2181
5902,123,40,43,19,18,11,18,0.55,0.37,0.74,28,2182
5903,94,54,54,11,14,16,10,0.55,0.26,0.87,10,2183
5904,115,60,58,17,11,14,14,0.57,0.38,0.84,7,2184
5905,96,45,48,19,15,17,16,0.56,0.38,0.89,8,2185
5906,126,53,49,20,17,17,20,0.41,0.45,0.89,30,2186
5907,118,57,43,18,17,13,15,0.64,0.40,0.88,21,2187
5908,80,47,50,16,19,16,12,0.47,0.36,0.82,12,2188
5909,110,50,52,13,17,15,14,0.67,0.20,0.73,5,2189
5910,130,50,59,10,19,11,14,0.55,0.26,0.85,19,2190
5911,92,44,50,16,17,14,14,0.67,0.45,0.74,7,2191
